distance,relative_distance,errors
0.0,0.0,0.0
0.0031631013202302115,0.0009687263185066424,0.0027105766185000933
0.005859615950453787,0.0017945565484234222,0.0033292567652994463
0.01671147701430279,0.005118030048969689,0.010650779147938256
0.02512561118627323,0.007694929235759137,0.00999169842004054
0.031490525292099,0.00964423758383913,0.012693556719266218
0.05688191916730023,0.017420564998063597,0.030881295440272075
0.07785417898452487,0.02384349552942773,0.032286180405007164
0.08136465061467521,0.024918606919868438,0.028802795230766315
0.10364583011900143,0.031742405087560606,0.024109100703491124
0.14216116806397394,0.043538050486221724,0.04331265988130987
0.18346442547349376,0.05618751961221996,0.06230920263451974
0.21195509663771003,0.06491302669989235,0.06453722017701044
0.23886346665355623,0.07315394078498655,0.0652595665349298
0.26688140111769887,0.08173466829188598,0.06476652698484935
0.32024755899925705,0.09807850189810241,0.08466178382461068
0.3844795540975026,0.11775008931893519,0.08676980131112058
0.43244312435017807,0.13243933513478762,0.062463723725326575
0.47745033917957813,0.146223172297724,0.027193530548255993
0.5688042860305345,0.17420108500256823,0.07279318226594332
0.6555179688925876,0.20075787792787217,0.10045357620461517
0.6881614380590124,0.21075521424670196,0.08752506294515244
0.7370802240822395,0.22573700290677745,0.03861395732225949
0.8294807628378574,0.2540354431635839,0.07649423693515978
0.9181057837820706,0.2811775994131388,0.08415620009812994
0.9762781211878108,0.2989933658236461,0.05943925953252556
1.0518867023506113,0.3221491281790612,0.04324705234024439
1.131410374302595,0.3465039199372235,0.05368414160566404
1.150799721143864,0.35244207008867806,0.0442959665156824
1.2616492807949047,0.386390677786461,0.09313744016451832
1.3592080485266207,0.41626886894598786,0.06415646289030806
1.4464708536982573,0.44299383518587093,0.11065347749786718
1.5282326945103895,0.4680340849362325,0.0895825642726993
1.5670035619426337,0.4799079883843249,0.099056143533678
1.6700413966682468,0.5114641897814317,0.1431524969639992
1.7473197316446434,0.5351313282518995,0.1254760412490825
1.8267929135011534,0.5594706569946988,0.09716097570921366
1.9576935900792511,0.5995600874851202,0.06777872222839983
2.0340849923530095,0.6229555953738248,0.059029943908408704
2.183976421312241,0.6688611031179803,0.11839335975074868
2.2319387064235388,0.6835499553485032,0.09737907244151875
2.287956949819483,0.7007060123951401,0.08248623377925057
2.3785453269863064,0.7284494629609036,0.0984875515758741
2.4636317165405894,0.754507883657318,0.09364376808746061
2.5728551222091034,0.7879584680541264,0.10581453017757131
2.6645817197944863,0.8160505081730187,0.10842540894781215
2.7425517971334825,0.8399294985459186,0.09911807188535572
2.8488314171440723,0.8724785238859133,0.14660080190529526
2.9435261502022825,0.9014795803967344,0.08668562812938548
3.030289272102955,0.928051514442421,0.12546017693328385
3.1158242877697706,0.9542473306498801,0.10576487743796172
3.208148952676856,0.9825225339039736,0.10041561786051297
3.297621067363419,1.0099241197194446,0.11746675020121901
3.4108642588138114,1.0446057972389298,0.09191539255198033
3.529034814963735,1.0807965215394293,0.17806268974426465
3.590467729386244,1.099610867018353,0.15709679758512435
3.733949706639044,1.1435534264005616,0.12588591562351778
3.7750430953926455,1.1561386214898361,0.1362527588270693
3.883194011705915,1.1892607470231555,0.1341273431396027
3.990492970643339,1.2221219534619938,0.11992497219051593
4.109351195011158,1.2585232819239265,0.09610173405441008
4.180964532502337,1.2804554673838455,0.11659425259701325
4.302297247774666,1.3176146294468627,0.11223946943477724
4.37966910552813,1.3413104100524862,0.13475437094225307
4.447678813493722,1.3621389537348696,0.13701788898433773
4.615826141824276,1.4136354838329095,0.13651377123555017
4.676354562773151,1.4321728205966133,0.16226867315981963
4.835460035673254,1.480900206605721,0.13308287191865403
4.916872027596308,1.5058333121984857,0.13042931322129425
5.013689912046145,1.5354846016367467,0.1456325153721702
5.119701704471345,1.5679516025315774,0.12429686361961001
5.257205231135547,1.6100632112603799,0.1251836930867824
5.348371389903099,1.6379836122890938,0.11005004552604125
5.46470054868548,1.6736103931960136,0.11263364817959405
5.589827361798678,1.7119315295561968,0.14388465870061418
5.708391675237117,1.7482428453300232,0.1369827080006652
5.837800935627886,1.787875517099732,0.12173391913025328
5.934195040453426,1.8173970204724388,0.12636114995262765
6.060344377410875,1.8560313133391464,0.12279073136992058
6.190749753593651,1.8959690539278102,0.07103355457558333
6.2625277794913385,1.917951676593998,0.05230735624611461
6.367959954530287,1.950241164801159,0.11332322874277875
6.468195043106616,1.9809390016743285,0.11948333074689123
6.600891310016031,2.0215783467691537,0.10428149028166553
6.754057233606859,2.0684866959680384,0.05946688640318411
6.886670821157152,2.1091007198154323,0.07688675984224945
7.013924809852545,2.1480733215451813,0.1033561193687412
7.088670936497051,2.170964949968166,0.08344516391779655
7.161796357283882,2.193360223624124,0.06100625884332416
7.313865470034579,2.2399326653007097,0.10339497743281235
7.454318718043492,2.2829476509402062,0.10804816761870911
7.5742781706829225,2.319686239799892,0.09705154967848857
7.675065583375506,2.350553230567798,0.03524834994062292
7.807635453694741,2.391153865646382,0.02659135290451003
7.896386430341246,2.418334596886563,0.029834759588443442
8.004425395567504,2.451422436460188,0.04232196067653545
8.09453237887251,2.479018456116759,0.044357311737722845
8.203578920002736,2.5124148742647803,0.05606483960376687
8.308663083055011,2.544597780881118,0.025303366397650982
8.396570159569208,2.571520060625253,0.014331394949915215
8.53939477302047,2.6152612968277986,0.05705196337943359
8.660157859661673,2.6522460053432115,0.0465167443145516
8.765401853319187,2.6844778614234204,0.03959338360660165
8.87536826042308,2.7181559962437762,0.0315164320282142
8.965609434928252,2.7457931130812945,0.027398964105169028
9.080887139497813,2.7810978773135826,0.06178928420344514
9.211742262365563,2.8211733565980035,0.053033937506200335
9.324148757617525,2.855598788886635,0.070753529463613
9.429176874775182,2.887764530977507,0.021485421762490034
9.529146246539659,2.918380989847619,0.01432251719701785
9.632626821660036,2.9500727842053207,0.02506930010096608
9.746682851199761,2.985003400209573,0.02820297569331414
9.874081459814564,3.0240202930030367,0.02509779770247125
9.947375072455504,3.0464670768254853,0.00835725293002083
10.065441470927844,3.0826259019633167,0.029832481282923685
10.1706693641984,3.114852827164934,0.019828901309031456
10.291685359418793,3.1519149910546878,0.0206370384727211
10.46125593578332,3.203847402804528,0.04402903997251497
10.587750499253229,3.2425874241872106,0.04856765783614233
10.681674428059342,3.2713524154285927,0.01719829488481222
10.77867172966003,3.3010586528746546,0.017584743267054115
10.915285023652032,3.342897620378328,0.00834815981330732
11.051525897984916,3.3846225312367055,0.01470707708599065
11.178007564077358,3.423358602689327,0.033090667709244216
11.280503674801261,3.4547488965657145,0.031669681695127884
11.428388556144558,3.500039882267069,0.06129706583696055
11.580498807242503,3.5466249229076605,0.07141708191122224
11.665634173933713,3.5726983432631894,0.11736686780737988
11.74115373586014,3.595826842730572,0.11663549840517606
11.863201768479255,3.6332050767327284,0.0952416678986052
11.947490607061374,3.6590192407522713,0.09008071904420012
12.055853710803731,3.6922063504660527,0.05062878759740028
12.163754870745036,3.7252519860149413,0.024505038369652097
12.258646948079974,3.754313480866277,0.06913614972481857
12.36500257379513,3.786885783591001,0.07205102130970349
12.46545889038772,3.8176513734003077,0.092053907945717
12.569250517379057,3.8494384300032913,0.06676942791308302
12.678721845231262,3.882964942648983,0.07920619849416559
12.804074273290116,3.9213551754792366,0.07809636312855166
12.886409104518794,3.9465709083521943,0.08249911479128565
12.997354768836603,3.9805489489105166,0.09427699273136557
13.117229308154489,4.017261532353036,0.11588748711568639
13.229642400112777,4.051688984938328,0.04276461754969335
13.368870181360363,4.094328661100205,0.020388849573818472
13.459335769962404,4.122034506637778,0.07253986088188204
13.565157552387104,4.154443315375726,0.07697351616646443
13.666705470235573,4.185543217228444,0.14798885144145776
13.793451964991046,4.224360394681096,0.08095051519264122
13.949580392806851,4.272176035655007,0.009820373026760065
14.066306440811141,4.307924367216133,0.04471201835864489
14.158370358918338,4.336119714575032,0.05518982564008277
14.269243297637843,4.370075482308688,0.03719740976477907
14.361743669466765,4.398404497281818,0.04484819808434255
14.46075561374397,4.428727735950903,0.08809286355307099
14.582306621426515,4.465953751896076,0.0786779718853329
14.69137275468892,4.4993561702989595,0.03520628829130586
14.789589389237552,4.529435838690829,0.07745336241611893
14.887894927698383,4.5595427346517345,0.08321844981285739
14.982870919603062,4.588629929044116,0.0882125139515571
15.109862157037549,4.627522060995666,0.0719312891134043
15.213746900904223,4.659337635422996,0.0905330425473139
15.312900191859878,4.689704162698289,0.07971271582437892
15.431683653872565,4.726082594561689,0.09535481476177514
15.516517376057882,4.752063633756417,0.12086035492102488
15.65168498724326,4.793459848770933,0.10819467988633877
15.761079347320711,4.826962789389828,0.09578518868338425
15.880940974945656,4.863671418518051,0.06918299960021629
15.997545516039423,4.899382537568358,0.08435914954612693
16.091345350121635,4.92810952375936,0.09959517443444403
16.191770590650965,4.958865596263557,0.12081121526661104
16.342667837097565,5.005079144052271,0.04611431458657083
16.472865199215914,5.0449531785884165,0.05492808576711579
16.585789938644275,5.079537327504265,0.12375336426057246
16.689304157556425,5.111239425555477,0.12095167865311268
16.79249719807237,5.142843160028086,0.10082546113683684
16.921865382946955,5.182463252076331,0.08926211543672523
17.009637161864283,5.209344095796245,0.08311109077388906
17.11252442869013,5.240854184510748,0.08427132793726529
17.201638176502485,5.268146017464208,0.11595370438664714
17.31618744478002,5.303227691970306,0.10318157017289922
17.444104534629993,5.342403373992224,0.06187264382094024
17.558509990290236,5.377441004677654,0.03237453635688093
17.65685253615194,5.4075592344655785,0.04079882341153005
17.75557376892997,5.437793440298902,0.07073932317849321
17.870108941684364,5.4728707979327735,0.07642140047529362
17.968779235362124,5.503089403239248,0.10148704551430308
18.162959003174326,5.562558586347015,0.0015838155065813911
18.237750619056232,5.585464146230619,0.006393147528822565
18.343353719254786,5.617805981702013,0.043171760877497245
18.458545429345445,5.653084409403623,0.033394354562464805
18.560840404259793,5.684413103750756,0.020801793463721317
18.669000605436104,5.7175380728512835,0.010123677491173221
18.76466081785743,5.746834815517665,0.010109587760205858
18.856231702442855,5.77487916722385,0.018318387909250312
18.97744667717914,5.812002270259833,0.010053358011473458
19.077748182077848,5.842720447688979,0.0662413858498302
19.207370066015997,5.882418237204036,0.04183432456481013
19.337040842810595,5.922131000566604,0.0006318574478879829
19.47179814615704,5.963401555362865,0.040921591183558106
19.585332506044384,5.9981724056591395,0.019202377959707684
19.67965242354269,6.0270586717599475,0.02593127704835726
19.779886253981726,6.057756123318015,0.03689684053698807
19.965698984991885,6.114662831203691,0.024295269047894898
20.11555849375419,6.160558563119719,0.04445101874403638
20.22814416059343,6.195038868210248,0.004320071931525775
20.362913448507996,6.236313093381049,0.004063854104080457
20.435247257679983,6.258465929338147,0.0034663235570312743
20.557601257665407,6.295937868413376,0.04866509742827229
20.671124761048205,6.3307053938140445,0.016389258253041293
20.747336913732507,6.354046005012032,0.034428571609929445
20.95379874988677,6.417276674599082,0.07857165262722907
21.034252923250992,6.441916440221875,0.04716851733538789
21.165333277718187,6.482060898573374,0.031136712497349745
21.293211749139363,6.521224753377454,0.05637514035942627
21.411873653499875,6.557565957189976,0.09582667361399398
21.51980999209808,6.590622366497698,0.03814335493509727
21.625156764884654,6.622885699548524,0.003585776420152537
21.734100433178252,6.6562506120272005,0.01247127077790499
21.9156554797854,6.711853368341451,0.033811557733852825
22.0928375018419,6.7661168491963295,0.1316528585303249
22.209530050730546,6.801854921372224,0.06454479014942414
22.313862932716763,6.833807741858651,0.039320738467073464
22.426851803258597,6.868411531466076,0.045151100899170946
22.551207882146144,6.906496624003007,0.04420940887928315
22.659582663239252,6.939687310003433,0.0438148328148099
22.7996837946583,6.982594456982939,0.012996735857720208
22.923898885298698,7.020636370686255,0.016265595090972623
23.038180351695697,7.055636028619516,0.004848915609734418
