distance,relative_distance,errors
0.0,0.0,0.0
0.0013492635041884946,0.0011597391531702464,0.0008402124539525271
0.004574276065388709,0.003931750198514013,0.0037726113693003598
0.012987566295505302,0.011163267286585952,0.005565964595222999
0.017901711587836305,0.015387146967754095,0.005403483334819856
0.01917950472412153,0.01648545484105084,0.005671087526622274
0.022328505663032204,0.01919213123961026,0.008636958977555433
0.027395939413913217,0.023547767709987996,0.008579398963753123
0.03639104407755507,0.03127937464436808,0.0026301224864119788
0.07632450008891084,0.06560357619136338,0.01803735283156341
0.09169482520365668,0.07881490798622118,0.020134884764016172
0.11799801277269178,0.10142341728206687,0.026139285818608124
0.15078438531595978,0.12960445072054477,0.033529949616809884
0.1915361488736959,0.16463201621233362,0.031047900280599804
0.22609291746809868,0.19433476695120933,0.0445414355960799
0.25018304956454673,0.21504107769819517,0.048953464997900015
0.2900584637454675,0.24931539026274324,0.039085492091530595
0.35561468388878936,0.30566325337328143,0.041738231461506264
0.41338449175067704,0.35531842290878957,0.027500353049718106
0.4803733334674523,0.4128976743472952,0.02465865734968066
0.54821329427532,0.47120849240039203,0.04862206355627558
0.5853566402122972,0.503134496794002,0.04824047967315541
0.6436500798286009,0.5532397461290114,0.039305365780078275
0.6802873987951117,0.5847308026504019,0.023374773068571122
0.7335883561375877,0.6305448389299237,0.004736495721413623
0.824058203049706,0.708306835248357,0.039866014207405875
0.8816295904379763,0.757791455449854,0.04298667649690063
0.9361321080018339,0.8046382747471501,0.014577703064664481
1.001451841802997,0.8607828695788529,0.008731845998734009
1.0920725954218966,0.9386745754875825,0.020840751855113495
1.1957770352692716,1.0278121671257148,0.03187483523762317
1.2547990870888677,1.0785436841223133,0.03131279310976571
1.3128591668436724,1.128448352497919,0.03279304540953149
1.3772800090853146,1.1838203186082532,0.03083094552816713
1.4560349825372907,1.251512971626444,0.04272291515385428
1.5378316317773102,1.3218200513238516,0.03400623054508131
1.6093137345188175,1.383261417701077,0.011527363631537047
